date,mango,apple,orange,tomato,potato,carrot
2023-08-02 10:10:56.335322,54.98,119.26,53.75,26.28,31.52,34.0
2023-08-03 10:10:56.335322,65.03,62.41,30.41,24.83,27.63,38.86
2023-08-04 10:10:56.335322,60.13,112.02,55.44,24.3,30.69,39.66
2023-08-05 10:10:56.335322,74.26,94.72,66.53,28.5,26.97,44.91
2023-08-06 10:10:56.335322,66.35,86.32,54.5,38.16,23.28,30.75
2023-08-07 10:10:56.335322,46.52,103.52,64.95,30.14,34.16,35.76
2023-08-08 10:10:56.335322,42.82,89.2,58.96,23.76,25.82,35.67
2023-08-09 10:10:56.335322,65.7,112.41,34.82,21.54,27.1,33.11
2023-08-10 10:10:56.335322,41.06,114.04,66.1,33.92,19.41,28.38
2023-08-11 10:10:56.335322,63.43,85.3,32.66,27.66,27.51,44.55
2023-08-12 10:10:56.335322,77.61,76.61,51.36,36.44,26.43,42.07
2023-08-13 10:10:56.335322,63.02,95.54,35.69,33.19,18.7,34.97
2023-08-14 10:10:56.335322,55.53,114.74,30.47,35.92,16.19,37.06
2023-08-15 10:10:56.335322,65.73,72.64,46.88,25.44,27.09,29.55
2023-08-16 10:10:56.335322,58.33,97.38,41.8,33.85,30.27,35.88
2023-08-17 10:10:56.335322,61.82,97.89,49.44,25.28,25.47,38.9
2023-08-18 10:10:56.335322,77.66,103.99,53.09,38.78,19.54,35.3
2023-08-19 10:10:56.335322,55.44,67.89,31.75,32.73,28.33,44.81
2023-08-20 10:10:56.335322,78.45,102.95,34.92,26.49,16.6,37.23
2023-08-21 10:10:56.335322,76.21,114.54,52.35,25.39,23.84,32.42
2023-08-22 10:10:56.335322,47.83,70.78,43.73,23.82,18.27,40.44
2023-08-23 10:10:56.335322,42.77,74.25,59.17,33.89,18.69,28.41
2023-08-24 10:10:56.335322,44.03,118.28,56.09,24.37,19.05,32.69
2023-08-25 10:10:56.335322,40.73,70.86,63.82,31.91,22.73,31.94
2023-08-26 10:10:56.335322,43.78,111.26,57.7,25.29,16.02,33.64
2023-08-27 10:10:56.335322,67.32,89.54,47.2,33.24,22.96,40.64
2023-08-28 10:10:56.335322,42.85,74.83,56.92,36.3,25.23,34.68
2023-08-29 10:10:56.335322,52.76,112.24,41.02,35.56,24.67,40.88
2023-08-30 10:10:56.335322,73.8,86.72,42.25,35.22,22.66,36.53
2023-08-31 10:10:56.335322,40.93,90.89,61.56,23.75,31.78,31.84
2023-09-01 10:10:56.335322,72.58,81.55,47.86,21.77,17.91,41.2
2023-09-02 10:10:56.335322,51.27,95.58,61.94,33.98,25.11,29.77
2023-09-03 10:10:56.335322,44.73,69.81,62.9,27.37,16.24,29.49
2023-09-04 10:10:56.335322,67.87,83.46,64.3,28.65,16.42,35.09
2023-09-05 10:10:56.335322,65.16,118.16,66.67,20.62,26.48,30.22
2023-09-06 10:10:56.335322,75.1,75.49,47.24,25.19,26.32,25.18
2023-09-07 10:10:56.335322,69.4,99.4,42.75,20.67,32.56,37.97
2023-09-08 10:10:56.335322,72.14,79.51,53.29,37.58,26.16,35.22
2023-09-09 10:10:56.335322,51.28,106.41,44.85,24.87,34.2,33.91
2023-09-10 10:10:56.335322,47.1,67.85,54.04,31.15,15.97,44.34
2023-09-11 10:10:56.335322,70.02,118.19,58.22,20.78,16.96,36.42
2023-09-12 10:10:56.335322,72.27,87.23,57.54,33.34,15.88,42.27
2023-09-13 10:10:56.335322,79.62,74.16,44.98,26.46,18.71,27.79
2023-09-14 10:10:56.335322,56.5,64.41,36.67,37.96,25.83,36.38
2023-09-15 10:10:56.335322,54.88,70.19,47.22,37.76,27.91,42.36
2023-09-16 10:10:56.335322,71.06,91.19,35.7,26.51,15.91,36.66
2023-09-17 10:10:56.335322,53.63,80.22,65.6,38.02,33.92,39.36
2023-09-18 10:10:56.335322,77.23,109.73,43.84,39.92,31.84,32.44
2023-09-19 10:10:56.335322,74.34,85.85,36.18,36.51,20.93,26.85
2023-09-20 10:10:56.335322,57.16,74.92,31.02,36.9,16.54,34.16
2023-09-21 10:10:56.335322,70.03,97.03,55.83,24.98,18.4,32.89
2023-09-22 10:10:56.335322,70.18,102.41,55.48,31.53,17.54,42.34
2023-09-23 10:10:56.335322,44.12,70.02,43.62,21.35,17.47,29.88
2023-09-24 10:10:56.335322,76.1,70.06,32.87,21.9,25.37,44.33
2023-09-25 10:10:56.335322,60.21,62.2,46.39,39.98,19.92,44.16
2023-09-26 10:10:56.335322,73.06,104.18,42.45,26.53,22.16,29.95
2023-09-27 10:10:56.335322,52.8,99.83,57.08,34.96,34.79,31.96
2023-09-28 10:10:56.335322,75.82,88.48,54.23,36.13,28.69,42.91
2023-09-29 10:10:56.335322,55.57,110.65,44.58,37.16,33.98,44.33
2023-09-30 10:10:56.335322,40.43,108.34,38.72,39.95,17.85,33.87
2023-10-01 10:10:56.335322,76.22,95.12,69.52,24.83,22.64,31.42
2023-10-02 10:10:56.335322,43.65,112.1,48.16,20.81,26.09,35.52
2023-10-03 10:10:56.335322,52.77,72.35,57.53,28.22,16.54,38.76
2023-10-04 10:10:56.335322,78.0,66.72,35.62,22.6,15.08,30.47
2023-10-05 10:10:56.335322,78.02,76.18,49.42,20.45,28.41,39.73
2023-10-06 10:10:56.335322,62.94,63.43,31.1,27.21,27.84,26.03
2023-10-07 10:10:56.335322,65.27,91.87,50.22,35.67,23.22,25.99
2023-10-08 10:10:56.335322,57.94,116.2,68.56,31.32,24.79,32.73
2023-10-09 10:10:56.335322,51.73,62.36,45.37,26.26,23.31,32.07
2023-10-10 10:10:56.335322,53.15,67.33,31.56,33.09,15.48,31.31
2023-10-11 10:10:56.335322,66.9,87.13,31.24,24.64,21.71,34.82
2023-10-12 10:10:56.335322,70.09,116.03,45.52,20.29,18.54,31.41
2023-10-13 10:10:56.335322,71.66,78.97,36.4,35.29,16.97,28.85
2023-10-14 10:10:56.335322,71.58,90.43,30.93,32.47,34.13,31.19
2023-10-15 10:10:56.335322,43.65,62.49,60.25,35.25,26.99,44.5
2023-10-16 10:10:56.335322,59.78,68.9,48.34,20.78,29.57,33.22
2023-10-17 10:10:56.335322,42.3,119.2,41.57,36.74,21.31,33.89
2023-10-18 10:10:56.335322,61.98,117.91,66.0,32.39,22.86,36.53
2023-10-19 10:10:56.335322,57.66,60.3,34.65,31.27,19.74,44.67
2023-10-20 10:10:56.335322,75.51,117.11,68.24,32.49,16.94,29.83
2023-10-21 10:10:56.335322,54.04,98.35,42.56,37.29,18.58,38.63
2023-10-22 10:10:56.335322,44.68,112.08,65.54,31.74,30.95,39.32
2023-10-23 10:10:56.335322,45.72,87.28,54.12,31.62,28.55,37.15
2023-10-24 10:10:56.335322,70.46,90.94,63.07,39.81,25.94,26.77
2023-10-25 10:10:56.335322,64.73,89.33,69.36,35.13,24.5,38.54
2023-10-26 10:10:56.335322,44.04,100.01,41.54,28.85,33.45,26.28
2023-10-27 10:10:56.335322,43.36,68.38,68.45,34.15,16.45,36.92
2023-10-28 10:10:56.335322,68.04,61.8,45.58,27.78,20.61,39.79
2023-10-29 10:10:56.335322,42.91,78.48,45.42,24.58,22.0,29.22
2023-10-30 10:10:56.335322,72.87,102.28,43.62,31.94,30.65,41.83
2023-10-31 10:10:56.335322,68.25,72.11,51.66,38.56,34.85,25.61
2023-11-01 10:10:56.335322,43.25,100.41,36.17,38.58,19.81,41.88
2023-11-02 10:10:56.335322,43.39,118.19,52.15,26.84,32.49,34.21
2023-11-03 10:10:56.335322,79.47,65.63,51.67,30.55,31.61,29.35
2023-11-04 10:10:56.335322,54.97,100.36,60.48,24.23,19.49,27.68
2023-11-05 10:10:56.335322,54.83,86.63,63.35,39.91,22.99,44.07
2023-11-06 10:10:56.335322,72.51,112.09,47.62,39.62,23.19,26.45
2023-11-07 10:10:56.335322,77.89,70.63,42.09,32.99,34.56,28.98
2023-11-08 10:10:56.335322,79.44,101.56,40.37,36.09,18.62,31.96
2023-11-09 10:10:56.335322,70.14,110.29,37.78,34.3,30.98,37.4
2023-11-10 10:10:56.335322,55.05,116.68,32.31,31.86,21.68,35.9
2023-11-11 10:10:56.335322,43.34,100.99,43.7,21.07,29.62,27.51
2023-11-12 10:10:56.335322,71.09,89.83,40.81,29.1,23.4,30.79
2023-11-13 10:10:56.335322,62.34,97.07,68.66,33.5,26.57,29.78
2023-11-14 10:10:56.335322,56.97,112.13,52.31,33.55,31.65,29.27
2023-11-15 10:10:56.335322,76.25,94.24,43.89,27.46,31.08,33.22
2023-11-16 10:10:56.335322,44.45,61.82,53.22,38.83,32.33,39.08
2023-11-17 10:10:56.335322,59.71,115.86,35.57,23.35,16.19,29.35
2023-11-18 10:10:56.335322,40.45,101.37,47.76,30.01,28.84,32.33
2023-11-19 10:10:56.335322,58.75,100.59,55.05,33.82,17.8,32.82
2023-11-20 10:10:56.335322,42.25,72.94,49.56,33.94,23.32,44.53
2023-11-21 10:10:56.335322,44.75,99.53,46.07,32.97,25.97,44.09
2023-11-22 10:10:56.335322,44.7,83.63,69.75,25.51,23.05,41.0
2023-11-23 10:10:56.335322,65.97,99.07,65.21,23.12,25.39,29.83
2023-11-24 10:10:56.335322,69.84,66.4,54.94,32.72,34.93,26.36
2023-11-25 10:10:56.335322,63.33,99.47,52.78,31.99,17.7,31.34
2023-11-26 10:10:56.335322,78.49,119.96,54.83,23.59,28.51,30.34
2023-11-27 10:10:56.335322,54.99,62.89,38.05,34.1,22.92,35.12
2023-11-28 10:10:56.335322,51.43,118.63,45.81,29.1,17.66,40.55
2023-11-29 10:10:56.335322,74.74,84.41,31.58,33.36,18.17,42.17
2023-11-30 10:10:56.335322,48.94,112.25,49.02,36.75,33.99,41.9
2023-12-01 10:10:56.335322,78.53,106.94,51.72,23.39,32.59,32.19
2023-12-02 10:10:56.335322,40.49,94.02,39.11,20.38,33.14,38.74
2023-12-03 10:10:56.335322,78.8,104.31,68.56,35.58,34.83,31.26
2023-12-04 10:10:56.335322,41.73,112.71,66.38,32.19,19.17,26.22
2023-12-05 10:10:56.335322,75.65,84.25,58.89,33.99,22.11,39.03
2023-12-06 10:10:56.335322,61.11,79.62,51.34,36.76,28.38,25.2
2023-12-07 10:10:56.335322,79.72,100.06,64.8,36.06,24.68,33.18
2023-12-08 10:10:56.335322,42.95,108.47,35.23,39.22,23.37,31.59
2023-12-09 10:10:56.335322,62.15,105.74,61.62,30.72,22.16,38.87
2023-12-10 10:10:56.335322,78.77,107.87,34.99,29.77,26.88,40.32
2023-12-11 10:10:56.335322,60.92,86.13,61.77,28.04,26.51,31.08
2023-12-12 10:10:56.335322,65.18,109.07,41.03,23.07,18.23,41.23
2023-12-13 10:10:56.335322,67.83,67.21,65.08,31.45,24.43,30.88
2023-12-14 10:10:56.335322,58.18,92.67,67.76,25.54,26.07,33.93
2023-12-15 10:10:56.335322,65.1,60.35,35.95,38.43,26.41,39.54
2023-12-16 10:10:56.335322,63.37,79.48,48.51,31.66,19.2,38.86
2023-12-17 10:10:56.335322,76.05,81.99,69.24,31.86,29.85,44.75
2023-12-18 10:10:56.335322,41.82,83.77,49.34,27.1,15.5,29.5
2023-12-19 10:10:56.335322,51.24,101.73,64.54,21.04,22.1,38.25
2023-12-20 10:10:56.335322,78.02,83.31,53.55,20.63,30.6,37.19
2023-12-21 10:10:56.335322,75.61,86.92,45.01,28.47,26.28,43.3
2023-12-22 10:10:56.335322,58.23,74.25,41.43,21.69,20.22,28.13
2023-12-23 10:10:56.335322,64.81,82.4,38.13,32.14,28.9,40.04
2023-12-24 10:10:56.335322,51.1,73.64,60.47,37.62,26.35,36.37
2023-12-25 10:10:56.335322,47.52,64.39,45.46,37.66,30.92,30.49
2023-12-26 10:10:56.335322,58.55,96.21,50.45,33.18,29.7,34.49
2023-12-27 10:10:56.335322,54.13,100.09,49.69,24.22,27.2,31.68
2023-12-28 10:10:56.335322,63.35,97.17,53.09,37.26,24.76,36.59
2023-12-29 10:10:56.335322,43.11,87.81,64.62,37.72,17.66,42.78
2023-12-30 10:10:56.335322,78.98,82.79,69.23,23.93,20.23,36.39
2023-12-31 10:10:56.335322,79.45,111.8,46.3,34.75,23.38,37.63
2024-01-01 10:10:56.335322,67.93,91.14,63.1,25.73,26.99,35.37
2024-01-02 10:10:56.335322,61.44,88.75,60.58,36.05,25.27,26.02
2024-01-03 10:10:56.335322,52.38,61.54,52.94,39.94,20.76,29.66
2024-01-04 10:10:56.335322,72.55,80.47,68.24,20.6,15.13,34.84
2024-01-05 10:10:56.335322,67.39,82.81,38.02,37.95,24.92,31.2
2024-01-06 10:10:56.335322,46.5,83.93,34.37,32.45,20.71,28.64
2024-01-07 10:10:56.335322,76.44,94.81,64.16,39.47,29.69,35.08
2024-01-08 10:10:56.335322,72.9,92.02,47.57,29.3,15.48,31.46
2024-01-09 10:10:56.335322,77.99,96.47,63.88,36.95,26.7,30.16
2024-01-10 10:10:56.335322,69.03,105.89,65.72,21.25,33.83,34.28
2024-01-11 10:10:56.335322,64.54,108.78,32.5,26.71,18.49,27.67
2024-01-12 10:10:56.335322,56.73,103.09,65.34,21.34,24.43,43.55
2024-01-13 10:10:56.335322,77.31,117.33,47.93,39.51,16.83,42.35
2024-01-14 10:10:56.335322,74.64,61.09,50.42,36.34,27.51,39.15
2024-01-15 10:10:56.335322,41.81,71.75,55.06,37.05,26.01,27.12
2024-01-16 10:10:56.335322,41.05,60.45,67.06,38.76,23.15,40.52
2024-01-17 10:10:56.335322,55.06,98.85,30.76,21.7,25.43,41.16
2024-01-18 10:10:56.335322,72.42,113.88,49.07,27.71,32.93,40.36
2024-01-19 10:10:56.335322,79.49,74.61,57.51,21.42,18.93,27.28
2024-01-20 10:10:56.335322,46.02,115.62,58.91,24.22,15.45,37.88
2024-01-21 10:10:56.335322,63.77,63.62,57.7,24.59,32.23,41.69
2024-01-22 10:10:56.335322,55.24,116.07,35.38,29.38,26.54,36.55
2024-01-23 10:10:56.335322,78.8,81.1,41.98,25.37,32.81,37.93
2024-01-24 10:10:56.335322,73.68,66.09,44.35,22.02,26.94,34.17
2024-01-25 10:10:56.335322,73.53,89.15,62.18,23.35,31.2,35.57
2024-01-26 10:10:56.335322,58.75,75.41,41.15,22.95,23.59,25.69
2024-01-27 10:10:56.335322,56.59,77.09,38.43,39.46,30.0,37.78
2024-01-28 10:10:56.335322,50.94,78.44,68.3,35.19,33.26,26.63
2024-01-29 10:10:56.335322,42.26,108.18,30.35,39.36,26.44,33.7
2024-01-30 10:10:56.335322,74.59,92.35,69.91,28.79,18.62,30.85
2024-01-31 10:10:56.335322,72.52,78.68,57.07,25.57,20.38,35.91
2024-02-01 10:10:56.335322,79.99,96.62,63.14,35.97,18.97,27.67
2024-02-02 10:10:56.335322,79.87,102.97,41.78,26.53,19.94,38.83
2024-02-03 10:10:56.335322,62.22,76.36,30.57,25.99,21.13,40.9
2024-02-04 10:10:56.335322,70.76,84.81,59.51,24.65,26.1,28.27
2024-02-05 10:10:56.335322,77.79,67.31,63.37,22.59,26.76,27.09
2024-02-06 10:10:56.335322,73.99,70.87,59.62,25.13,23.53,27.91
2024-02-07 10:10:56.335322,49.89,100.87,35.71,27.11,27.31,42.54
2024-02-08 10:10:56.335322,58.02,70.89,60.14,33.48,16.63,35.56
2024-02-09 10:10:56.335322,45.17,91.51,60.76,21.25,16.76,34.35
2024-02-10 10:10:56.335322,78.16,102.54,56.34,24.21,18.44,27.13
2024-02-11 10:10:56.335322,64.25,66.41,60.64,36.18,25.36,37.99
2024-02-12 10:10:56.335322,49.15,94.04,63.84,22.94,19.28,42.36
2024-02-13 10:10:56.335322,66.87,75.39,54.54,26.85,20.67,41.56
2024-02-14 10:10:56.335322,64.73,117.78,33.54,37.29,23.01,37.52
2024-02-15 10:10:56.335322,54.33,89.01,49.51,23.1,31.24,26.51
2024-02-16 10:10:56.335322,44.54,108.36,33.11,21.65,15.28,27.25
2024-02-17 10:10:56.335322,66.86,93.01,46.3,29.69,27.99,25.99
2024-02-18 10:10:56.335322,60.81,62.6,46.28,26.05,28.38,30.15
2024-02-19 10:10:56.335322,70.89,97.99,32.64,31.27,30.97,27.71
2024-02-20 10:10:56.335322,60.81,117.08,43.95,36.08,33.66,30.2
2024-02-21 10:10:56.335322,74.09,96.1,34.44,22.74,15.4,32.7
2024-02-22 10:10:56.335322,62.08,109.15,62.33,31.61,18.08,43.86
2024-02-23 10:10:56.335322,62.44,113.05,67.91,30.11,32.72,37.21
2024-02-24 10:10:56.335322,75.07,73.68,32.89,22.88,24.17,41.7
2024-02-25 10:10:56.335322,56.14,72.72,68.2,32.48,26.29,39.21
2024-02-26 10:10:56.335322,45.36,96.66,50.9,25.47,28.26,27.25
2024-02-27 10:10:56.335322,41.15,84.66,41.98,29.76,28.58,39.72
2024-02-28 10:10:56.335322,70.21,110.39,33.07,21.65,33.63,30.5
2024-02-29 10:10:56.335322,64.81,114.0,50.02,29.19,34.94,37.78
2024-03-01 10:10:56.335322,68.16,81.21,61.78,26.13,29.4,31.82
2024-03-02 10:10:56.335322,48.52,74.21,58.28,36.45,20.74,44.95
2024-03-03 10:10:56.335322,45.45,106.83,32.01,21.14,32.6,30.27
2024-03-04 10:10:56.335322,40.58,76.49,32.92,28.37,15.98,30.58
2024-03-05 10:10:56.335322,54.02,109.36,46.11,29.17,19.62,43.61
2024-03-06 10:10:56.335322,63.6,85.42,41.81,34.5,32.95,25.49
2024-03-07 10:10:56.335322,55.69,100.05,39.3,31.49,20.12,38.93
2024-03-08 10:10:56.335322,57.5,65.73,41.24,33.34,19.41,39.51
2024-03-09 10:10:56.335322,76.17,97.43,62.14,35.54,17.76,41.73
2024-03-10 10:10:56.335322,53.93,87.11,67.17,37.24,32.18,44.49
2024-03-11 10:10:56.335322,60.56,95.2,46.2,26.28,25.0,44.51
2024-03-12 10:10:56.335322,71.35,70.08,66.24,30.76,28.5,26.31
2024-03-13 10:10:56.335322,55.86,104.21,42.86,36.8,19.78,41.44
2024-03-14 10:10:56.335322,64.88,111.77,49.06,39.79,30.16,37.93
2024-03-15 10:10:56.335322,74.49,73.0,39.04,37.79,30.2,37.95
2024-03-16 10:10:56.335322,77.98,65.74,55.62,27.43,21.25,27.57
2024-03-17 10:10:56.335322,45.88,61.42,69.16,23.9,23.21,38.0
2024-03-18 10:10:56.335322,77.06,98.52,54.14,29.79,19.19,44.65
2024-03-19 10:10:56.335322,59.68,96.43,44.31,34.83,34.53,43.24
2024-03-20 10:10:56.335322,50.33,92.8,55.91,29.85,27.91,33.78
2024-03-21 10:10:56.335322,58.37,73.92,34.92,29.66,33.69,25.8
2024-03-22 10:10:56.335322,79.2,83.45,65.55,36.76,21.07,32.25
2024-03-23 10:10:56.335322,59.7,95.67,50.12,27.23,30.64,41.53
2024-03-24 10:10:56.335322,53.15,89.81,47.97,37.2,30.32,39.03
2024-03-25 10:10:56.335322,65.34,119.27,53.43,28.14,28.83,34.19
2024-03-26 10:10:56.335322,49.61,68.19,54.99,26.56,34.31,26.1
2024-03-27 10:10:56.335322,43.03,101.71,32.87,29.08,22.87,33.54
2024-03-28 10:10:56.335322,45.16,84.26,57.3,35.25,17.61,34.38
2024-03-29 10:10:56.335322,45.12,85.69,39.68,22.52,28.43,43.57
2024-03-30 10:10:56.335322,46.08,103.06,58.56,23.93,29.59,37.82
2024-03-31 10:10:56.335322,45.55,101.55,62.9,39.03,26.5,31.23
2024-04-01 10:10:56.335322,65.63,119.48,62.16,23.51,19.14,35.51
2024-04-02 10:10:56.335322,47.28,67.7,52.1,31.35,25.09,26.32
2024-04-03 10:10:56.335322,53.83,66.25,50.81,31.59,21.24,44.45
2024-04-04 10:10:56.335322,75.87,103.46,35.72,29.79,23.55,32.2
2024-04-05 10:10:56.335322,58.96,94.7,61.01,32.89,27.9,34.56
2024-04-06 10:10:56.335322,66.7,76.45,40.86,24.6,29.9,32.11
2024-04-07 10:10:56.335322,46.89,64.77,49.87,31.05,19.64,38.65
2024-04-08 10:10:56.335322,47.69,65.14,41.37,27.44,23.11,38.24
2024-04-09 10:10:56.335322,41.63,113.65,35.35,33.23,20.38,39.31
2024-04-10 10:10:56.335322,46.76,71.51,55.18,22.82,18.97,30.36
2024-04-11 10:10:56.335322,51.14,79.4,32.17,31.42,30.67,31.31
2024-04-12 10:10:56.335322,47.08,73.6,59.95,23.71,33.19,27.51
2024-04-13 10:10:56.335322,43.55,81.3,42.7,25.57,22.4,38.11
2024-04-14 10:10:56.335322,44.83,64.17,30.01,24.37,30.03,25.8
2024-04-15 10:10:56.335322,58.43,91.14,50.45,23.66,32.94,36.95
2024-04-16 10:10:56.335322,48.25,64.06,31.87,36.51,31.92,42.39
2024-04-17 10:10:56.335322,54.57,108.02,41.05,25.71,18.66,42.82
2024-04-18 10:10:56.335322,60.14,74.02,58.28,38.54,34.13,33.98
2024-04-19 10:10:56.335322,67.62,92.4,32.51,39.4,22.53,34.19
2024-04-20 10:10:56.335322,41.57,112.8,63.57,31.43,21.78,26.54
2024-04-21 10:10:56.335322,71.98,99.05,30.15,22.86,16.25,38.42
2024-04-22 10:10:56.335322,65.12,91.98,39.87,27.49,24.72,41.43
2024-04-23 10:10:56.335322,43.27,79.46,59.64,35.95,17.18,29.89
2024-04-24 10:10:56.335322,74.94,79.98,42.65,27.35,19.97,33.43
2024-04-25 10:10:56.335322,76.83,100.17,34.08,21.74,21.34,41.78
2024-04-26 10:10:56.335322,42.44,119.65,44.41,31.14,31.18,42.54
2024-04-27 10:10:56.335322,51.08,99.71,40.82,36.9,32.51,29.86
2024-04-28 10:10:56.335322,72.25,93.47,63.71,35.92,21.05,36.01
2024-04-29 10:10:56.335322,69.93,103.84,42.53,23.5,32.17,28.85
2024-04-30 10:10:56.335322,47.38,87.91,61.56,33.46,32.14,27.04
2024-05-01 10:10:56.335322,48.37,63.61,65.67,24.41,30.29,43.22
2024-05-02 10:10:56.335322,54.82,93.74,47.35,24.36,17.93,41.41
2024-05-03 10:10:56.335322,59.38,117.46,66.4,37.48,28.81,40.2
2024-05-04 10:10:56.335322,64.73,70.52,45.09,24.99,33.9,25.98
2024-05-05 10:10:56.335322,54.76,101.4,68.56,25.26,28.65,41.87
2024-05-06 10:10:56.335322,58.5,72.06,33.57,20.01,21.63,33.76
2024-05-07 10:10:56.335322,69.9,92.15,57.48,37.41,25.01,31.85
2024-05-08 10:10:56.335322,41.47,65.8,49.75,35.85,27.91,35.93
2024-05-09 10:10:56.335322,50.1,87.02,45.51,32.55,25.21,26.83
2024-05-10 10:10:56.335322,68.53,105.37,55.31,35.01,17.4,40.13
2024-05-11 10:10:56.335322,75.81,80.85,58.15,23.04,21.24,36.65
2024-05-12 10:10:56.335322,60.47,99.89,30.17,29.17,31.05,28.73
2024-05-13 10:10:56.335322,61.28,107.73,36.68,27.02,32.23,28.76
2024-05-14 10:10:56.335322,44.29,115.63,58.52,21.88,17.75,28.68
2024-05-15 10:10:56.335322,57.9,74.08,56.66,29.72,34.05,26.14
2024-05-16 10:10:56.335322,61.3,83.96,68.64,38.41,21.58,36.76
2024-05-17 10:10:56.335322,49.7,69.14,60.44,20.8,28.25,41.81
2024-05-18 10:10:56.335322,50.77,119.55,68.03,25.83,30.04,25.35
2024-05-19 10:10:56.335322,55.09,115.62,58.1,24.15,31.24,25.98
2024-05-20 10:10:56.335322,40.8,92.4,41.92,24.76,33.91,36.46
2024-05-21 10:10:56.335322,52.88,110.52,34.21,38.17,21.26,41.39
2024-05-22 10:10:56.335322,48.46,91.26,61.27,29.36,32.17,31.53
2024-05-23 10:10:56.335322,53.1,97.42,55.77,29.33,17.63,31.99
2024-05-24 10:10:56.335322,44.79,65.35,31.93,35.21,29.1,36.93
2024-05-25 10:10:56.335322,75.62,105.32,44.4,23.09,29.84,30.48
2024-05-26 10:10:56.335322,63.74,67.66,68.27,29.75,28.55,25.53
2024-05-27 10:10:56.335322,67.16,109.56,50.02,28.6,20.05,39.7
2024-05-28 10:10:56.335322,71.57,106.92,47.31,31.94,32.46,37.51
2024-05-29 10:10:56.335322,59.94,102.52,48.31,39.99,18.38,36.62
2024-05-30 10:10:56.335322,43.48,62.17,38.36,35.39,16.07,39.83
2024-05-31 10:10:56.335322,61.48,78.19,44.75,27.96,29.35,38.5
2024-06-01 10:10:56.335322,63.47,75.79,44.79,36.55,24.51,29.12
2024-06-02 10:10:56.335322,69.82,81.61,32.09,23.41,31.98,32.05
2024-06-03 10:10:56.335322,57.27,65.26,60.7,20.61,22.67,27.52
2024-06-04 10:10:56.335322,45.1,116.22,46.66,24.09,18.37,27.6
2024-06-05 10:10:56.335322,51.35,93.23,62.89,26.81,31.73,38.52
2024-06-06 10:10:56.335322,54.52,78.33,64.01,30.21,25.98,42.17
2024-06-07 10:10:56.335322,65.84,83.82,38.48,32.3,18.78,44.25
2024-06-08 10:10:56.335322,62.83,86.83,56.29,38.21,29.41,37.57
2024-06-09 10:10:56.335322,54.24,96.04,48.89,30.2,25.22,28.68
2024-06-10 10:10:56.335322,79.46,90.94,65.21,30.03,27.09,27.11
2024-06-11 10:10:56.335322,64.23,115.16,38.63,21.0,24.22,41.26
2024-06-12 10:10:56.335322,49.49,89.82,57.11,20.7,31.57,36.58
2024-06-13 10:10:56.335322,44.07,119.53,54.31,31.02,31.59,37.37
2024-06-14 10:10:56.335322,46.11,111.09,41.81,28.76,29.19,40.63
2024-06-15 10:10:56.335322,49.84,72.51,35.46,36.78,17.11,39.07
2024-06-16 10:10:56.335322,46.43,115.84,56.07,23.21,31.78,41.69
2024-06-17 10:10:56.335322,47.46,66.98,59.54,20.5,28.42,26.12
2024-06-18 10:10:56.335322,51.4,109.05,42.63,28.98,28.94,39.95
2024-06-19 10:10:56.335322,46.93,82.84,55.79,24.75,22.26,42.02
2024-06-20 10:10:56.335322,75.87,112.68,45.81,20.99,32.59,30.72
2024-06-21 10:10:56.335322,43.21,112.08,58.53,34.49,29.51,37.81
2024-06-22 10:10:56.335322,60.98,108.36,37.97,22.23,17.25,31.28
2024-06-23 10:10:56.335322,56.42,107.4,65.61,32.17,23.16,44.16
2024-06-24 10:10:56.335322,79.3,78.28,41.5,25.62,32.73,25.67
2024-06-25 10:10:56.335322,44.48,64.86,44.71,23.47,15.94,36.6
2024-06-26 10:10:56.335322,55.91,84.18,32.32,27.6,34.23,28.33
2024-06-27 10:10:56.335322,78.78,70.41,34.46,36.03,28.58,39.24
2024-06-28 10:10:56.335322,74.62,101.7,50.63,27.84,27.63,28.52
2024-06-29 10:10:56.335322,72.68,80.77,40.7,35.02,20.41,29.71
2024-06-30 10:10:56.335322,50.32,118.54,63.42,22.51,19.98,34.89
2024-07-01 10:10:56.335322,46.84,98.46,30.59,35.46,33.84,43.3
2024-07-02 10:10:56.335322,66.75,109.35,45.16,24.74,20.97,29.23
2024-07-03 10:10:56.335322,77.18,67.95,43.49,33.55,30.51,27.88
2024-07-04 10:10:56.335322,62.27,111.72,30.77,31.32,22.86,40.18
2024-07-05 10:10:56.335322,62.86,115.37,34.97,38.58,17.79,35.01
2024-07-06 10:10:56.335322,51.2,89.22,46.55,27.75,15.21,43.24
2024-07-07 10:10:56.335322,70.78,96.38,49.71,21.32,25.89,27.93
2024-07-08 10:10:56.335322,47.48,105.89,46.17,20.38,34.52,37.92
2024-07-09 10:10:56.335322,52.95,70.49,51.24,36.54,22.38,29.66
2024-07-10 10:10:56.335322,57.02,90.15,53.81,30.49,22.14,28.14
2024-07-11 10:10:56.335322,60.3,83.92,30.4,35.5,21.88,38.67
2024-07-12 10:10:56.335322,49.7,68.78,48.56,24.69,25.41,36.87
2024-07-13 10:10:56.335322,44.59,82.05,68.54,26.9,23.81,40.1
2024-07-14 10:10:56.335322,64.42,64.09,50.76,20.6,32.6,31.19
2024-07-15 10:10:56.335322,51.55,61.55,57.1,39.23,25.11,33.96
